Time_Step,Node_ID,X,Y,Cum_Disp_X,Cum_Disp_Y,Total_Settlement,Temperature,Water_Level
900,131.0,43.7,16.8,0.0460553749999999,-0.150527175,-0.150527175,34.33413465093704,168.50133543532803
930,131.0,43.7,16.8,0.0465236749999999,-0.15158345,-0.15158345,35.48196697657458,169.9884795357117
960,131.0,43.7,16.8,0.046973975,-0.152596825,-0.152596825,29.57084820165872,168.91520611713716
990,131.0,43.7,16.8,0.047407475,-0.153570275,-0.153570275,22.65061401383643,166.0556548288138
1020,131.0,43.7,16.8,0.04782525,-0.15450655,-0.15450655,14.6919745036723,162.7846518390254
1050,131.0,43.7,16.8,0.0482283,-0.15540805,-0.15540805,9.151454823286324,157.00447128721024
1080,131.0,43.7,16.8,0.04861755,-0.1562769999999999,-0.1562769999999999,6.108855862851215,152.8469981654374
1110,131.0,43.7,16.8,0.048993775,-0.15711545,-0.15711545,5.773191183392702,151.19249712755388
1140,131.0,43.7,16.8,0.049357775,-0.15792525,-0.15792525,11.611877722183072,150.1905538786882
1170,131.0,43.7,16.8,0.0497102,-0.1587080499999999,-0.1587080499999999,17.308383249926187,152.7748039108197
1200,131.0,43.7,16.8,0.050051725,-0.159465425,-0.159465425,25.252660664098386,158.61685240272877
1230,131.0,43.7,16.8,0.050382925,-0.160198825,-0.160198825,32.51798062556384,162.93398804797602
1260,131.0,43.7,16.8,0.050704325,-0.1609095,-0.1609095,34.679680737527526,168.1605597949567
1290,131.0,43.7,16.8,0.05101645,-0.161598725,-0.161598725,36.17117147415182,170.4606313766345
1320,131.0,43.7,16.8,0.051319775,-0.1622675999999999,-0.1622675999999999,32.30505833607846,168.5460243860598
1350,131.0,43.7,16.8,0.051614725,-0.1629171499999999,-0.1629171499999999,24.456628990142487,167.50056337269632
1380,131.0,43.7,16.8,0.051901675,-0.1635483499999999,-0.1635483499999999,18.09224236178567,162.3735445640499
1410,131.0,43.7,16.8,0.052181025,-0.164162125,-0.164162125,8.1098072247803,156.74365508659747
1440,131.0,43.7,16.8,0.05245315,-0.16475925,-0.16475925,4.128720181456146,152.94005793823231
1470,131.0,43.7,16.8,0.052718325,-0.16534055,-0.16534055,6.221267437774049,151.12406015022717
1500,131.0,43.7,16.8,0.0529769,-0.16590675,-0.16590675,8.877719236472496,150.52748953613815
30,132.0,44.9,13.1,-7.025e-06,-7.525e-06,-7.525e-06,8.440543233308208,150.99593920069967
60,132.0,44.9,13.1,-0.00014355,-0.01456495,-0.01456495,15.659775901052257,151.46963748666002
90,132.0,44.9,13.1,0.0033269,-0.03526975,-0.03526975,21.05015831908693,154.60178478372544
120,132.0,44.9,13.1,0.0066190499999999,-0.04890745,-0.04890745,25.718669253951486,161.34844607766294
150,132.0,44.9,13.1,0.0093665249999999,-0.05881125,-0.05881125,32.020718379884,165.7538532486129
180,132.0,44.9,13.1,0.0116639999999999,-0.066482175,-0.066482175,34.046231107310504,168.97319828700392
210,132.0,44.9,13.1,0.01361685,-0.0726862,-0.0726862,32.8565620044885,170.56386292802827
240,132.0,44.9,13.1,0.0153042,-0.077860575,-0.077860575,26.61878333819853,167.94028860008262
270,132.0,44.9,13.1,0.016783225,-0.082276425,-0.082276425,18.757411584287958,164.70162261183586
300,132.0,44.9,13.1,0.018095375,-0.086112475,-0.086112475,12.666290360927713,159.85685335184704
330,132.0,44.9,13.1,0.01927145,-0.0894924,-0.0894924,6.584489252959067,154.74451778587937
360,132.0,44.9,13.1,0.020334775,-0.09250505,-0.09250505,3.9690068555243236,151.55924785887908
390,132.0,44.9,13.1,0.021303325,-0.095216275,-0.095216275,4.990834382640563,150.75629196124535
420,132.0,44.9,13.1,0.022191225,-0.0976761,-0.0976761,11.647246606238106,151.83833724526437
450,132.0,44.9,13.1,0.023009825,-0.099923375,-0.099923375,19.541428653349715,155.3171309083888
480,132.0,44.9,13.1,0.023768225,-0.10198885,-0.10198885,28.444298596893653,160.35009050056027
510,132.0,44.9,13.1,0.024473975,-0.103897225,-0.103897225,32.29245463642214,164.3061536048911
540,132.0,44.9,13.1,0.02513325,-0.105668675,-0.105668675,35.82684402044958,168.51310007164636
570,132.0,44.9,13.1,0.0257513,-0.107319775,-0.107319775,33.366299108895234,170.4628659967019
600,132.0,44.9,13.1,0.026332525,-0.1088644,-0.1088644,29.7668445945113,169.09404775477842
630,132.0,44.9,13.1,0.0268807,-0.110314175,-0.110314175,22.022173187736,164.9621963011672
660,132.0,44.9,13.1,0.027399025,-0.11167905,-0.11167905,15.132301521165589,160.4924864596198
690,132.0,44.9,13.1,0.0278903,-0.112967475,-0.112967475,8.67580792594865,155.11259037768656
720,132.0,44.9,13.1,0.028356975,-0.114186775,-0.114186775,4.913626526158819,151.59751238729098
750,132.0,44.9,13.1,0.02880115,-0.115343275,-0.115343275,5.043088002220486,149.39409148011734
780,132.0,44.9,13.1,0.0292247,-0.1164425,-0.1164425,11.806245809955367,151.02737914811507
810,132.0,44.9,13.1,0.0296293,-0.11748935,-0.11748935,19.33602190237623,153.72944286367536
840,132.0,44.9,13.1,0.0300164,-0.1184881,-0.1184881,24.9502311106045,160.00582601239375
870,132.0,44.9,13.1,0.0303873,-0.119442525,-0.119442525,32.196409512629295,163.73080282667107
900,132.0,44.9,13.1,0.0307432,-0.120356025,-0.120356025,34.63862916492481,167.6679372092738
930,132.0,44.9,13.1,0.03108515,-0.1212316,-0.1212316,35.23591758433779,169.84033213109197
960,132.0,44.9,13.1,0.031414075,-0.122072,-0.122072,29.38705967478277,169.98362091495804
990,132.0,44.9,13.1,0.03173085,-0.122879625,-0.122879625,24.40907352040188,166.0272678152515
1020,132.0,44.9,13.1,0.03203625,-0.123656675,-0.123656675,15.194202590807892,161.15778226017036
1050,132.0,44.9,13.1,0.032331,-0.1244052,-0.1244052,8.126302664981981,156.86035745426145
1080,132.0,44.9,13.1,0.032615725,-0.12512695,-0.12512695,4.475537043273321,152.36775001465608
1110,132.0,44.9,13.1,0.03289105,-0.1258236,-0.1258236,4.988368123288565,149.38607619884598
1140,132.0,44.9,13.1,0.033157475,-0.126496675,-0.126496675,10.591567477151486,150.41974160013078
1170,132.0,44.9,13.1,0.033415525,-0.12714755,-0.12714755,15.748210076688142,152.95709822585732
1200,132.0,44.9,13.1,0.03366565,-0.127777475,-0.127777475,23.65088146408649,157.47589185910104
1230,132.0,44.9,13.1,0.033908275,-0.12838765,-0.12838765,30.755120263249804,163.66951910792002
1260,132.0,44.9,13.1,0.0341438,-0.1289791,-0.1289791,32.47759082460188,167.87959807531004
1290,132.0,44.9,13.1,0.034372575,-0.129552875,-0.129552875,33.138397591796505,169.93801750207268
1320,132.0,44.9,13.1,0.03459495,-0.13010985,-0.13010985,31.12239212308768,169.787753773728
1350,132.0,44.9,13.1,0.03481125,-0.1306509,-0.1306509,23.554909701197996,167.30363339339408
1380,132.0,44.9,13.1,0.035021725,-0.1311768,-0.1311768,14.709009009290055,162.5182843604565
1410,132.0,44.9,13.1,0.035226675,-0.1316883,-0.1316883,9.289682168934927,157.45266914195594
1440,132.0,44.9,13.1,0.03542635,-0.132186075,-0.132186075,6.107054256176996,153.3577088780968
1470,132.0,44.9,13.1,0.035620975,-0.132670775,-0.132670775,5.866274594968897,151.622703658493
1500,132.0,44.9,13.1,0.035810775,-0.133142975,-0.133142975,8.870237629856,150.09357400504783
30,133.0,39.4,14.5,-6.05e-06,-5.025e-06,-5.025e-06,8.774840292252865,149.65012974897112
60,133.0,39.4,14.5,0.0007086,-0.01737375,-0.01737375,12.009369441019587,151.9436856345006
90,133.0,39.4,14.5,0.00595395,-0.0425873499999999,-0.0425873499999999,18.502741044047173,155.64922233322494
120,133.0,39.4,14.5,0.010545275,-0.0586870999999999,-0.0586870999999999,28.88177948408698,160.8468943029921
150,133.0,39.4,14.5,0.0142700999999999,-0.0701798999999999,-0.0701798999999999,33.64098668923547,164.7367813665078
180,133.0,39.4,14.5,0.01733665,-0.0789816499999999,-0.0789816499999999,35.41499840396981,168.93011424241166
210,133.0,39.4,14.5,0.019916575,-0.0860420999999999,-0.0860420999999999,34.13738418597725,170.2022128463291
240,133.0,39.4,14.5,0.02212935,-0.0918936249999999,-0.0918936249999999,26.72238590815805,168.0032201113835
270,133.0,39.4,14.5,0.024057875,-0.0968618999999999,-0.0968618999999999,20.199208566313413,165.43649071802142
300,133.0,39.4,14.5,0.025761075,-0.1011596499999999,-0.1011596499999999,10.80277247763419,160.42019554607683
330,133.0,39.4,14.5,0.02728195,-0.1049327999999999,-0.1049327999999999,7.562483708162319,155.12746407205194
360,133.0,39.4,14.5,0.02865265,-0.1082854999999999,-0.1082854999999999,4.6824875780330935,151.17583492083025
390,133.0,39.4,14.5,0.029897825,-0.1112944999999999,-0.1112944999999999,5.890849953580415,149.95898274023165
420,133.0,39.4,14.5,0.031036625,-0.1140178999999999,-0.1140178999999999,10.773057537732926,151.0152426400053
450,133.0,39.4,14.5,0.03208435,-0.1165005749999999,-0.1165005749999999,18.722646399425003,155.10977946002276
480,133.0,39.4,14.5,0.033053225,-0.11877795,-0.11877795,27.01422900713569,160.39146656452084
510,133.0,39.4,14.5,0.033953325,-0.1208783499999999,-0.1208783499999999,33.450648993971576,164.4841343512494
540,133.0,39.4,14.5,0.0347929,-0.1228248499999999,-0.1228248499999999,33.892140147027064,168.5568471301305
570,133.0,39.4,14.5,0.0355789,-0.1246363499999999,-0.1246363499999999,35.424978410532056,169.60569029392502
600,133.0,39.4,14.5,0.036317125,-0.126328675,-0.126328675,28.30506530423492,168.90759546933458
630,133.0,39.4,14.5,0.037012525,-0.127915025,-0.127915025,20.86622634125307,165.41070316963177
660,133.0,39.4,14.5,0.0376694,-0.12940665,-0.12940665,13.834462114923802,161.24996674807142
690,133.0,39.4,14.5,0.03829135,-0.130813125,-0.130813125,8.54409685169252,155.97973828851002
720,133.0,39.4,14.5,0.0388816,-0.1321426999999999,-0.1321426999999999,4.97350083834432,151.79902461594318
750,133.0,39.4,14.5,0.039442925,-0.1334025499999999,-0.1334025499999999,8.39875071344327,150.3227221636907
780,133.0,39.4,14.5,0.039977725,-0.1345988749999999,-0.1345988749999999,10.777864726641479,150.88960355481
810,133.0,39.4,14.5,0.0404882249999999,-0.135737175,-0.135737175,17.813179719045316,154.69562290699247
840,133.0,39.4,14.5,0.040976275,-0.1368221999999999,-0.1368221999999999,26.162625845471677,158.62665351423266
870,133.0,39.4,14.5,0.0414436,-0.1378582749999999,-0.1378582749999999,30.94779050602626,163.95052639832136
900,133.0,39.4,14.5,0.0418917,-0.1388491249999999,-0.1388491249999999,34.85203691367926,168.94172634255824
930,133.0,39.4,14.5,0.042321975,-0.1397981499999999,-0.1397981499999999,33.38076557562882,170.20899035066162
960,133.0,39.4,14.5,0.042735625,-0.1407083749999999,-0.1407083749999999,30.062692993792066,168.6390413059072
990,133.0,39.4,14.5,0.043133775,-0.1415825249999999,-0.1415825249999999,22.855576694041268,166.65899032040983
1020,133.0,39.4,14.5,0.043517425,-0.1424230499999999,-0.1424230499999999,14.481226204092977,162.2012350742599
1050,133.0,39.4,14.5,0.0438875,-0.1432321999999999,-0.1432321999999999,7.607071411983354,156.20582291046284
1080,133.0,39.4,14.5,0.044244825,-0.1440119249999999,-0.1440119249999999,6.384490403060535,152.4265201090023
1110,133.0,39.4,14.5,0.044590175,-0.1447641249999999,-0.1447641249999999,6.094008806284201,149.30079700067188
1140,133.0,39.4,14.5,0.044924225,-0.1454904499999999,-0.1454904499999999,10.665949253277109,150.94875400503085
1170,133.0,39.4,14.5,0.0452476,-0.1461924249999998,-0.1461924249999998,16.904228468820623,154.21823013575633
1200,133.0,39.4,14.5,0.0455609499999999,-0.1468714749999999,-0.1468714749999999,25.021961787725182,158.49878901785354
1230,133.0,39.4,14.5,0.0458647749999999,-0.1475288999999998,-0.1475288999999998,30.36142445511552,163.48239156005218
1260,133.0,39.4,14.5,0.0461595999999999,-0.1481658499999999,-0.1481658499999999,35.383080454274925,166.76314728232217
1290,133.0,39.4,14.5,0.04644585,-0.1487834249999998,-0.1487834249999998,34.3709987212687,169.77041464953373
1320,133.0,39.4,14.5,0.0467239999999999,-0.1493826999999999,-0.1493826999999999,30.36932602623432,169.4764961358363
1350,133.0,39.4,14.5,0.046994425,-0.1499645499999999,-0.1499645499999999,25.788787095005897,166.54911448748126
1380,133.0,39.4,14.5,0.047257525,-0.1505298749999999,-0.1505298749999999,14.903821130949433,162.15733361854595
1410,133.0,39.4,14.5,0.047513625,-0.1510794999999999,-0.1510794999999999,8.96870685290185,157.6418567369991
1440,133.0,39.4,14.5,0.047763025,-0.1516141499999999,-0.1516141499999999,5.1425021896057395,152.65851627012157
1470,133.0,39.4,14.5,0.048006075,-0.1521345499999999,-0.1521345499999999,7.375701690196404,150.8610204732099
1500,133.0,39.4,14.5,0.0482430499999999,-0.1526413499999999,-0.1526413499999999,10.492772254447006,150.27231836886716
30,134.0,35.0,12.3,-5.1e-06,-2.4e-06,-2.4e-06,7.688190375195365,149.71323218640032
60,134.0,35.0,12.3,-0.0004644249999999,-0.01725305,-0.01725305,13.43538479451321,152.080307777467
90,134.0,35.0,12.3,0.00413645,-0.04229455,-0.04229455,19.28232843171298,155.35648856246453
120,134.0,35.0,12.3,0.0083806999999999,-0.0576649,-0.0576649,28.369594757096188,160.544797300018
150,134.0,35.0,12.3,0.0118359,-0.0684516,-0.0684516,32.50760793489455,165.81991214259952
180,134.0,35.0,12.3,0.0146768749999999,-0.076631325,-0.076631325,34.54053427974458,169.3651737566046
210,134.0,35.0,12.3,0.0170623499999999,-0.08314975,-0.08314975,34.690213938946066,169.75823223436714
240,134.0,35.0,12.3,0.01910435,-0.0885263999999999,-0.0885263999999999,28.308892468358277,168.77521030380927
270,134.0,35.0,12.3,0.0208809499999999,-0.0930749249999999,-0.0930749249999999,20.245680281461603,164.87705000744364
300,134.0,35.0,12.3,0.0224475,-0.0969981999999999,-0.0969981999999999,10.081892279030345,159.62109933113072
330,134.0,35.0,12.3,0.0238443999999999,-0.1004345,-0.1004345,7.471287939211134,154.75483240845813
360,134.0,35.0,12.3,0.02510185,-0.1034818499999999,-0.1034818499999999,5.029666685543458,150.96521593548567
390,134.0,35.0,12.3,0.02624285,-0.10621225,-0.10621225,7.592413877930196,150.57216371393042
420,134.0,35.0,12.3,0.02728535,-0.1086799,-0.1086799,12.317081041025693,150.9420907525579
450,134.0,35.0,12.3,0.0282436,-0.1109265999999999,-0.1109265999999999,20.652617494109148,154.45160337108933
480,134.0,35.0,12.3,0.029129025,-0.1129852,-0.1129852,28.233040165841807,158.84223636584142
510,134.0,35.0,12.3,0.029950975,-0.1148819249999999,-0.1148819249999999,33.048791261552964,164.3706698271384
540,134.0,35.0,12.3,0.030717125,-0.1166380999999999,-0.1166380999999999,33.49757499617428,168.2953131388458
570,134.0,35.0,12.3,0.031433925,-0.1182711749999999,-0.1182711749999999,33.172122546897725,170.03318640495027
600,134.0,35.0,12.3,0.03210675,-0.1197956749999999,-0.1197956749999999,28.691133132514054,168.89652686032537
630,134.0,35.0,12.3,0.032740225,-0.1212237499999999,-0.1212237499999999,20.78530247865473,165.2700353240238
660,134.0,35.0,12.3,0.033338275,-0.1225657249999999,-0.1225657249999999,13.935661477335412,160.5218887166311
690,134.0,35.0,12.3,0.033904275,-0.1238303749999999,-0.1238303749999999,8.399470610386992,154.9092468148513
720,134.0,35.0,12.3,0.034441175,-0.1250252499999999,-0.1250252499999999,5.0355895062972875,151.46630091803684
750,134.0,35.0,12.3,0.03495155,-0.1261568999999999,-0.1261568999999999,6.702577842327583,149.50310662353942
780,134.0,35.0,12.3,0.035437625,-0.1272309999999999,-0.1272309999999999,12.6269629323223,151.3689132366308
810,134.0,35.0,12.3,0.035901425,-0.1282525499999999,-0.1282525499999999,17.989305494432088,154.2759014182738
840,134.0,35.0,12.3,0.036344675,-0.1292259249999999,-0.1292259249999999,25.22166279004459,158.2536877804829
870,134.0,35.0,12.3,0.03676895,-0.1301550249999999,-0.1301550249999999,33.30061989491286,164.5100090605846
900,134.0,35.0,12.3,0.03717565,-0.1310432499999999,-0.1310432499999999,34.8442723495093,167.66962403442784
930,134.0,35.0,12.3,0.03756605,-0.1318936999999999,-0.1318936999999999,33.85243747906744,169.8591507618148
960,134.0,35.0,12.3,0.037941275,-0.1327091249999999,-0.1327091249999999,29.874947017618318,167.67085589127416
990,134.0,35.0,12.3,0.038302325,-0.1334919999999999,-0.1334919999999999,22.268768132610212,165.97811366088177
1020,134.0,35.0,12.3,0.038650125,-0.1342445499999999,-0.1342445499999999,13.891039607875161,162.12679710889225
1050,134.0,35.0,12.3,0.038985525,-0.1349687749999999,-0.1349687749999999,7.956303732983626,156.34508068346076
1080,134.0,35.0,12.3,0.0393093,-0.1356665249999999,-0.1356665249999999,4.117026479591654,152.62170513465514
1110,134.0,35.0,12.3,0.03962215,-0.1363394749999999,-0.1363394749999999,4.948386371224412,150.53206650162807
1140,134.0,35.0,12.3,0.0399247,-0.1369890999999999,-0.1369890999999999,11.884182491899884,150.53565117348919
1170,134.0,35.0,12.3,0.040217525,-0.1376168249999999,-0.1376168249999999,18.48394008401226,153.30454461144487
1200,134.0,35.0,12.3,0.0405012,-0.1382238999999999,-0.1382238999999999,24.57907871918418,158.3813261979311
1230,134.0,35.0,12.3,0.0407762,-0.1388115249999999,-0.1388115249999999,30.314208898531234,162.2535480498457
1260,134.0,35.0,12.3,0.041043,-0.1393807499999999,-0.1393807499999999,35.23369346793046,167.2537349822698
1290,134.0,35.0,12.3,0.041302,-0.1399325499999999,-0.1399325499999999,34.817401507371585,170.85554163708622
1320,134.0,35.0,12.3,0.041553625,-0.1404678749999999,-0.1404678749999999,29.69114329251125,169.01231191576346
1350,134.0,35.0,12.3,0.041798225,-0.1409875749999999,-0.1409875749999999,24.733986559889036,166.33454246666528
1380,134.0,35.0,12.3,0.04203615,-0.1414924249999999,-0.1414924249999999,15.56643080156986,161.63693786074415
1410,134.0,35.0,12.3,0.0422677,-0.1419831749999999,-0.1419831749999999,8.405334039756262,157.53850577346574
1440,134.0,35.0,12.3,0.042493175,-0.1424604749999999,-0.1424604749999999,3.5194472888427635,151.8739307991002
1470,134.0,35.0,12.3,0.042712875,-0.1429249749999999,-0.1429249749999999,6.99136597215438,149.94677498167022
1500,134.0,35.0,12.3,0.042927025,-0.1433772749999999,-0.1433772749999999,9.42242960383557,150.25462324004033
30,135.0,224.0,10.0,8.25e-06,-1.2525e-05,-1.2525e-05,7.500127168688348,149.82812143828093
60,135.0,224.0,10.0,0.0007312999999999,-0.0070342,-0.0070342,14.235270208119806,151.98777234201165
90,135.0,224.0,10.0,-0.0008593499999999,-0.016320675,-0.016320675,19.727312638921447,155.56818465985705
120,135.0,224.0,10.0,-0.0025195,-0.023178075,-0.023178075,29.53287208769945,160.9988272967034
150,135.0,224.0,10.0,-0.003976825,-0.028486025,-0.028486025,34.50422169167905,165.4785321735353
180,135.0,224.0,10.0,-0.005232725,-0.03277495,-0.03277495,34.699927598049904,168.5729418615326
210,135.0,224.0,10.0,-0.00632235,-0.0363524249999999,-0.0363524249999999,32.70198954104128,169.80229788267908
240,135.0,224.0,10.0,-0.00727825,-0.0394083499999999,-0.0394083499999999,26.132078278343542,168.6727265392777
270,135.0,224.0,10.0,-0.008126075,-0.0420670749999999,-0.0420670749999999,22.014525836222198,164.76856917370773
300,135.0,224.0,10.0,-0.00888545,-0.0444140249999999,-0.0444140249999999,13.6640642069641,160.3837321378594
330,135.0,224.0,10.0,-0.0095715,-0.0465103249999999,-0.0465103249999999,6.519612981662253,153.94697921069235
360,135.0,224.0,10.0,-0.010196,-0.0484010249999999,-0.0484010249999999,5.557747895746979,151.2163215925308
390,135.0,224.0,10.0,-0.01076815,-0.0501202499999999,-0.0501202499999999,7.179196953004417,150.33793149746094
420,135.0,224.0,10.0,-0.011295375,-0.0516944999999999,-0.0516944999999999,11.763183788295601,150.7150581515777
450,135.0,224.0,10.0,-0.011783625,-0.0531446499999999,-0.0531446499999999,18.68744678114693,154.67553782113248
480,135.0,224.0,10.0,-0.01223785,-0.0544875249999999,-0.0544875249999999,27.946416387376523,159.71154001951655
510,135.0,224.0,10.0,-0.012662075,-0.0557367249999999,-0.0557367249999999,33.10984293362702,164.82522404924367
540,135.0,224.0,10.0,-0.0130597,-0.05690355,-0.05690355,36.52782221146857,168.4196521519386
570,135.0,224.0,10.0,-0.0134336,-0.0579973999999999,-0.0579973999999999,34.006480154513085,169.88872844843374
600,135.0,224.0,10.0,-0.0137861999999999,-0.0590261999999999,-0.0590261999999999,28.941735146030343,169.39217598033994
630,135.0,224.0,10.0,-0.0141196249999999,-0.0599966249999999,-0.0599966249999999,20.739845335448372,164.69905809341589
660,135.0,224.0,10.0,-0.0144356749999999,-0.0609144749999999,-0.0609144749999999,13.426090275782371,160.55537202165945
690,135.0,224.0,10.0,-0.0147359,-0.0617846999999999,-0.0617846999999999,8.585561818314327,155.2626076707592
720,135.0,224.0,10.0,-0.0150216749999999,-0.0626115999999999,-0.0626115999999999,5.251749812268887,150.69263984449103
750,135.0,224.0,10.0,-0.0152942249999999,-0.0633989249999999,-0.0633989249999999,5.401335277472352,150.06666399028526
780,135.0,224.0,10.0,-0.0155546249999999,-0.0641500499999999,-0.0641500499999999,11.943052196593747,151.5905326416415
810,135.0,224.0,10.0,-0.0158038,-0.0648678249999999,-0.0648678249999999,18.724329534104854,153.57814822418783
840,135.0,224.0,10.0,-0.016042575,-0.0655548749999999,-0.0655548749999999,24.3262697940321,159.1465789764061
870,135.0,224.0,10.0,-0.01627175,-0.0662134749999999,-0.0662134749999999,31.551696597903177,165.24647582897887
900,135.0,224.0,10.0,-0.016491975,-0.0668457249999999,-0.0668457249999999,36.82828187143389,167.47119059617754
930,135.0,224.0,10.0,-0.01670385,-0.0674534749999999,-0.0674534749999999,33.027009657338304,169.26264132393777
960,135.0,224.0,10.0,-0.016907975,-0.0680383749999999,-0.0680383749999999,28.666523687196168,168.5111697106919
990,135.0,224.0,10.0,-0.017104775,-0.0686019499999999,-0.0686019499999999,20.756843681121918,165.43467217311445
1020,135.0,224.0,10.0,-0.017294775,-0.0691455499999999,-0.0691455499999999,14.797729391573492,161.7932490413704
1050,135.0,224.0,10.0,-0.01747835,-0.0696704249999999,-0.0696704249999999,9.175825294732512,156.1183815984051
1080,135.0,224.0,10.0,-0.0176559,-0.0701777249999999,-0.0701777249999999,6.771705384016094,151.53803767436804
1110,135.0,224.0,10.0,-0.017827775,-0.0706684749999999,-0.0706684749999999,5.473513857811426,149.64089784811677
1140,135.0,224.0,10.0,-0.017994275,-0.0711436249999999,-0.0711436249999999,10.035607264917985,150.35300190916362
1170,135.0,224.0,10.0,-0.018155675,-0.0716040499999999,-0.0716040499999999,16.184151990155254,153.11353797715708
1200,135.0,224.0,10.0,-0.0183123,-0.0720505749999999,-0.0720505749999999,26.16151688043217,158.49456684352657
1230,135.0,224.0,10.0,-0.018464375,-0.0724838999999999,-0.0724838999999999,30.251336351177716,163.4266006107554
1260,135.0,224.0,10.0,-0.018612125,-0.0729047499999999,-0.0729047499999999,34.69045095036662,167.398941648168
1290,135.0,224.0,10.0,-0.018755775,-0.0733137499999999,-0.0733137499999999,33.649718393983534,170.45305630265594
1320,135.0,224.0,10.0,-0.018895525,-0.0737114749999999,-0.0737114749999999,31.13918592524182,169.00383501450526
1350,135.0,224.0,10.0,-0.019031575,-0.0740984999999999,-0.0740984999999999,23.36735123962846,167.42803722002716
1380,135.0,224.0,10.0,-0.01916405,-0.0744752999999999,-0.0744752999999999,16.033823431890365,162.09788584830687
1410,135.0,224.0,10.0,-0.019293175,-0.0748423749999999,-0.0748423749999999,9.464340315541559,157.7852688573994
1440,135.0,224.0,10.0,-0.01941905,-0.0752001749999999,-0.0752001749999999,7.230462585637872,152.49963414988818
1470,135.0,224.0,10.0,-0.01954185,-0.0755490749999999,-0.0755490749999999,4.952568959783127,148.55993087364376
1500,135.0,224.0,10.0,-0.0196617,-0.0758895249999999,-0.0758895249999999,9.228124793639962,150.21421169233778
30,136.0,224.0,5.0,5.125e-06,-7.525e-06,-7.525e-06,8.665353926465531,150.09414468181777
60,136.0,224.0,5.0,0.000469175,-0.0032240249999999,-0.0032240249999999,10.774488599518678,151.60923208529346
90,136.0,224.0,5.0,-0.0001520749999999,-0.0074490999999999,-0.0074490999999999,20.50664520238842,155.909774490888
120,136.0,224.0,5.0,-0.000841575,-0.010678425,-0.010678425,28.287948741935004,160.91581433437977
150,136.0,224.0,5.0,-0.0014668749999999,-0.01321925,-0.01321925,34.67542877921309,165.46931845355084
180,136.0,224.0,5.0,-0.0020165499999999,-0.01529325,-0.01529325,35.49252423360098,168.55799797257734
210,136.0,224.0,5.0,-0.0024999999999999,-0.017035675,-0.017035675,31.544799464267097,169.5594449530528
240,136.0,224.0,5.0,-0.002928475,-0.018532225,-0.018532225,27.462142236556,168.17736006735433
270,136.0,224.0,5.0,-0.0033115249999999,-0.019839975,-0.019839975,18.924245354185373,165.0923807221067
300,136.0,224.0,5.0,-0.0036568749999999,-0.020998525,-0.020998525,12.907220980623476,160.25514141802654
330,136.0,224.0,5.0,-0.003970575,-0.022036525,-0.022036525,8.279591275894251,154.8647346845154
360,136.0,224.0,5.0,-0.0042574249999999,-0.022975175,-0.022975175,3.81675377493696,151.58781478335956
390,136.0,224.0,5.0,-0.0045212999999999,-0.0238307,-0.0238307,5.847666889994985,149.99876882498867
420,136.0,224.0,5.0,-0.0047653249999999,-0.024615675,-0.024615675,12.669331960991576,152.18457096320478
450,136.0,224.0,5.0,-0.0049920249999999,-0.025340125,-0.025340125,20.03113429541861,155.34968317226594
480,136.0,224.0,5.0,-0.0052035249999999,-0.026012075,-0.026012075,26.65699463960172,159.9256135224538
510,136.0,224.0,5.0,-0.0054015499999999,-0.02663815,-0.02663815,32.01882912738886,165.02721880570982
540,136.0,224.0,5.0,-0.0055875999999999,-0.027223725,-0.027223725,35.6938722100882,168.74015301963405
570,136.0,224.0,5.0,-0.0057629249999999,-0.0277733999999999,-0.0277733999999999,32.3798032375378,170.61929694952335
600,136.0,224.0,5.0,-0.0059285999999999,-0.0282909999999999,-0.0282909999999999,27.12684814484407,168.82252962260094
630,136.0,224.0,5.0,-0.0060855249999999,-0.0287797749999999,-0.0287797749999999,24.048127689787457,165.6070891623405
660,136.0,224.0,5.0,-0.0062345249999999,-0.0292425749999999,-0.0292425749999999,14.435736734365944,160.33473597363704
690,136.0,224.0,5.0,-0.0063763249999999,-0.02968175,-0.02968175,6.947719652349149,155.58318794970722
720,136.0,224.0,5.0,-0.0065114749999999,-0.030099475,-0.030099475,4.16303048655989,151.698400270158
750,136.0,224.0,5.0,-0.0066405499999999,-0.03049755,-0.03049755,5.930801573236161,149.38867275988892
780,136.0,224.0,5.0,-0.0067640499999999,-0.0308776249999999,-0.0308776249999999,12.393686924119969,149.45886415720503
810,136.0,224.0,5.0,-0.0068823499999999,-0.0312411249999999,-0.0312411249999999,16.224293296430588,153.832300414179
840,136.0,224.0,5.0,-0.0069958749999999,-0.0315893,-0.0315893,26.848645380986955,158.00225708408314
870,136.0,224.0,5.0,-0.0071049499999999,-0.0319233249999999,-0.0319233249999999,32.33917894021157,164.35744326737807
900,136.0,224.0,5.0,-0.0072098749999999,-0.0322441999999999,-0.0322441999999999,34.780201531818655,168.42439948210503
930,136.0,224.0,5.0,-0.0073109249999999,-0.0325528249999999,-0.0325528249999999,33.68721037490926,168.9369806706557
960,136.0,224.0,5.0,-0.0074083499999999,-0.032850025,-0.032850025,29.69552218954666,169.43779283682386
990,136.0,224.0,5.0,-0.0075023999999999,-0.0331365499999999,-0.0331365499999999,23.60756170751266,166.76807843251595
1020,136.0,224.0,5.0,-0.0075932749999999,-0.0334130999999999,-0.0334130999999999,13.331849589318061,161.13700466680305
