Time_Step,Node_ID,X,Y,Cum_Disp_X,Cum_Disp_Y,Total_Settlement,lag_1,lag_2,rolling_mean_3,neighbor_avg_disp
1440,54.0,186.0,16.0,-0.016835200000000005,-0.11156814999999998,-0.11156814999999998,-0.11100752499999998,-0.11043242499999997,-0.11100269999999997,-0.10469989500000003
1470,54.0,186.0,16.0,-0.016940525000000005,-0.11211499999999996,-0.11211499999999996,-0.11156814999999998,-0.11100752499999998,-0.11156355833333331,-0.10521108500000001
1500,54.0,186.0,16.0,-0.017043250000000003,-0.11264862499999996,-0.11264862499999996,-0.11211499999999996,-0.11156814999999998,-0.11211059166666663,-0.10570992500000001
90,55.0,198.0,14.5,0.00158445,-0.019464775,-0.019464775,-0.00880165,-2.3449999999999997e-05,-0.009429958333333334,-0.020878435
120,55.0,198.0,14.5,-0.00021277500000000012,-0.028022925,-0.028022925,-0.019464775,-0.00880165,-0.018763116666666666,-0.029952144999999996
150,55.0,198.0,14.5,-0.00179045,-0.03488145,-0.03488145,-0.028022925,-0.019464775,-0.027456383333333334,-0.037209389999999995
180,55.0,198.0,14.5,-0.003139175,-0.0405323,-0.0405323,-0.03488145,-0.028022925,-0.03447889166666667,-0.043182160000000004
210,55.0,198.0,14.5,-0.004300475,-0.045305875,-0.045305875,-0.0405323,-0.03488145,-0.040239875,-0.04822401
240,55.0,198.0,14.5,-0.0053127750000000005,-0.049420275,-0.049420275,-0.045305875,-0.0405323,-0.04508615,-0.05256741
270,55.0,198.0,14.5,-0.00620585,-0.053024175,-0.053024175,-0.049420275,-0.045305875,-0.04925010833333334,-0.05637036999999999
300,55.0,198.0,14.5,-0.007002225,-0.0562224,-0.0562224,-0.053024175,-0.049420275,-0.05288895,-0.059744165
330,55.0,198.0,14.5,-0.007719,-0.05909129999999999,-0.05909129999999999,-0.0562224,-0.053024175,-0.056112625,-0.062769785
360,55.0,198.0,14.5,-0.008369350000000001,-0.061688025,-0.061688025,-0.05909129999999999,-0.0562224,-0.059000575,-0.065507765
390,55.0,198.0,14.5,-0.008963525000000002,-0.0640564,-0.0640564,-0.061688025,-0.05909129999999999,-0.06161190833333333,-0.06800449
420,55.0,198.0,14.5,-0.009509675,-0.066230625,-0.066230625,-0.0640564,-0.061688025,-0.06399168333333334,-0.070296175
450,55.0,198.0,14.5,-0.010014375,-0.068238,-0.068238,-0.066230625,-0.0640564,-0.06617500833333333,-0.072411665
480,55.0,198.0,14.5,-0.010482975,-0.0701005,-0.0701005,-0.068238,-0.066230625,-0.06818970833333333,-0.07437424000000001
510,55.0,198.0,14.5,-0.010919850000000002,-0.07183615,-0.07183615,-0.0701005,-0.068238,-0.07005821666666666,-0.076202945
540,55.0,198.0,14.5,-0.011328675000000002,-0.07345990000000001,-0.07345990000000001,-0.07183615,-0.0701005,-0.07179885000000001,-0.077913575
570,55.0,198.0,14.5,-0.011712575000000001,-0.07498425,-0.07498425,-0.07345990000000001,-0.07183615,-0.07342676666666666,-0.07951933
600,55.0,198.0,14.5,-0.012074125000000002,-0.076419775,-0.076419775,-0.07498425,-0.07345990000000001,-0.07495464166666667,-0.08103138000000001
630,55.0,198.0,14.5,-0.012415575000000002,-0.07777549999999998,-0.07777549999999998,-0.076419775,-0.07498425,-0.076393175,-0.08245924
660,55.0,198.0,14.5,-0.012738850000000001,-0.0790591,-0.0790591,-0.07777549999999998,-0.076419775,-0.07775145833333331,-0.08381106499999999
690,55.0,198.0,14.5,-0.013045650000000002,-0.080277325,-0.080277325,-0.0790591,-0.07777549999999998,-0.07903730833333333,-0.08509393999999999
720,55.0,198.0,14.5,-0.013337400000000003,-0.08143595,-0.08143595,-0.080277325,-0.0790591,-0.08025745833333332,-0.086313985
750,55.0,198.0,14.5,-0.013615400000000001,-0.08254012499999999,-0.08254012499999999,-0.08143595,-0.080277325,-0.0814178,-0.08747659999999999
780,55.0,198.0,14.5,-0.013880750000000002,-0.0835943,-0.0835943,-0.08254012499999999,-0.08143595,-0.08252345833333334,-0.08858650999999998
810,55.0,198.0,14.5,-0.014134475000000002,-0.08460245,-0.08460245,-0.0835943,-0.08254012499999999,-0.08357895833333333,-0.089647915
840,55.0,198.0,14.5,-0.014377450000000002,-0.0855681,-0.0855681,-0.08460245,-0.0835943,-0.08458828333333333,-0.09066452499999998
870,55.0,198.0,14.5,-0.014610475000000001,-0.086494425,-0.086494425,-0.0855681,-0.08460245,-0.08555499166666665,-0.09163967499999999
900,55.0,198.0,14.5,-0.014834250000000004,-0.0873842,-0.0873842,-0.086494425,-0.0855681,-0.08648224166666667,-0.09257631
930,55.0,198.0,14.5,-0.015049400000000003,-0.08823997499999998,-0.08823997499999998,-0.0873842,-0.086494425,-0.08737286666666666,-0.09347712
960,55.0,198.0,14.5,-0.015256550000000002,-0.08906404999999998,-0.08906404999999998,-0.08823997499999998,-0.0873842,-0.08822940833333333,-0.09434450999999999
990,55.0,198.0,14.5,-0.015456200000000003,-0.08985847499999998,-0.08985847499999998,-0.08906404999999998,-0.08823997499999998,-0.08905416666666664,-0.09518067999999999
1020,55.0,198.0,14.5,-0.0156488,-0.09062514999999999,-0.09062514999999999,-0.08985847499999998,-0.08906404999999998,-0.08984922499999998,-0.09598759
1050,55.0,198.0,14.5,-0.015834825,-0.09136574999999998,-0.09136574999999998,-0.09062514999999999,-0.08985847499999998,-0.09061645833333332,-0.09676705999999999
1080,55.0,198.0,14.5,-0.016014624999999998,-0.09208187499999997,-0.09208187499999997,-0.09136574999999998,-0.09062514999999999,-0.09135759166666664,-0.097520725
1110,55.0,198.0,14.5,-0.0161886,-0.09277494999999997,-0.09277494999999997,-0.09208187499999997,-0.09136574999999998,-0.09207419166666664,-0.09825009500000001
1140,55.0,198.0,14.5,-0.016357075,-0.09344624999999997,-0.09344624999999997,-0.09277494999999997,-0.09208187499999997,-0.09276769166666664,-0.09895654999999999
1170,55.0,198.0,14.5,-0.016520325,-0.09409702499999996,-0.09409702499999996,-0.09344624999999997,-0.09277494999999997,-0.0934394083333333,-0.09964136499999998
1200,55.0,198.0,14.5,-0.016678674999999997,-0.09472834999999996,-0.09472834999999996,-0.09409702499999996,-0.09344624999999997,-0.09409054166666662,-0.10030570999999999
1230,55.0,198.0,14.5,-0.01683235,-0.09534127499999995,-0.09534127499999995,-0.09472834999999996,-0.09409702499999996,-0.09472221666666662,-0.10095066499999998
1260,55.0,198.0,14.5,-0.016981625,-0.09593674999999996,-0.09593674999999996,-0.09534127499999995,-0.09472834999999996,-0.09533545833333329,-0.101577225
1290,55.0,198.0,14.5,-0.017126674999999997,-0.09651562499999995,-0.09651562499999995,-0.09593674999999996,-0.09534127499999995,-0.09593121666666664,-0.10218633499999999
1320,55.0,198.0,14.5,-0.01726775,-0.09707874999999995,-0.09707874999999995,-0.09651562499999995,-0.09593674999999996,-0.09651037499999997,-0.10277883499999999
1350,55.0,198.0,14.5,-0.017405024999999998,-0.09762684999999996,-0.09762684999999996,-0.09707874999999995,-0.09651562499999995,-0.09707374166666662,-0.10335554
1380,55.0,198.0,14.5,-0.017538699999999997,-0.09816067499999995,-0.09816067499999995,-0.09762684999999996,-0.09707874999999995,-0.09762209166666662,-0.10391718000000001
1410,55.0,198.0,14.5,-0.017668899999999998,-0.09868087499999995,-0.09868087499999995,-0.09816067499999995,-0.09762684999999996,-0.09815613333333328,-0.10446446499999999
1440,55.0,198.0,14.5,-0.017795824999999998,-0.09918802499999994,-0.09918802499999994,-0.09868087499999995,-0.09816067499999995,-0.09867652499999995,-0.10499804499999998
1470,55.0,198.0,14.5,-0.017919574999999997,-0.09968274999999995,-0.09968274999999995,-0.09918802499999994,-0.09868087499999995,-0.09918388333333328,-0.10551850999999998
1500,55.0,198.0,14.5,-0.01804035,-0.10016557499999995,-0.10016557499999995,-0.09968274999999995,-0.09918802499999994,-0.09967878333333328,-0.10602645999999998
90,56.0,193.0,15.0,0.0009975000000000001,-0.020605425,-0.020605425,-0.0093094,-2.7275000000000002e-05,-0.0099807,-0.020762195
120,56.0,193.0,15.0,-0.0008144749999999998,-0.029658675,-0.029658675,-0.020605425,-0.0093094,-0.019857833333333335,-0.029778289999999995
150,56.0,193.0,15.0,-0.0023546999999999995,-0.036879925,-0.036879925,-0.029658675,-0.020605425,-0.029048008333333333,-0.036967255
180,56.0,193.0,15.0,-0.0036541499999999992,-0.042812525000000004,-0.042812525000000004,-0.036879925,-0.029658675,-0.036450375,-0.04287342500000001
210,56.0,193.0,15.0,-0.004765049999999999,-0.0478142,-0.0478142,-0.042812525000000004,-0.036879925,-0.04250221666666667,-0.04785329000000001
240,56.0,193.0,15.0,-0.005729025,-0.052119,-0.052119,-0.0478142,-0.042812525000000004,-0.04758190833333333,-0.05213976
270,56.0,193.0,15.0,-0.006576874999999999,-0.055885424999999996,-0.055885424999999996,-0.052119,-0.0478142,-0.051939541666666665,-0.05589054
300,56.0,193.0,15.0,-0.0073311999999999995,-0.059224825,-0.059224825,-0.055885424999999996,-0.052119,-0.05574308333333333,-0.059216420000000006
330,56.0,193.0,15.0,-0.00800895,-0.06221815,-0.06221815,-0.059224825,-0.055885424999999996,-0.059109466666666666,-0.062197875
360,56.0,193.0,15.0,-0.008623025000000001,-0.06492579999999999,-0.06492579999999999,-0.06221815,-0.059224825,-0.062122924999999996,-0.06489500000000001
390,56.0,193.0,15.0,-0.009183450000000001,-0.067393975,-0.067393975,-0.06492579999999999,-0.06221815,-0.064845975,-0.06735378
420,56.0,193.0,15.0,-0.009698075,-0.069658775,-0.069658775,-0.067393975,-0.06492579999999999,-0.06732618333333333,-0.06961011
450,56.0,193.0,15.0,-0.010173275,-0.071748875,-0.071748875,-0.069658775,-0.067393975,-0.06960054166666667,-0.07169252
480,56.0,193.0,15.0,-0.010614175,-0.0736874,-0.0736874,-0.071748875,-0.069658775,-0.07169835000000001,-0.07362404
510,56.0,193.0,15.0,-0.011024975,-0.075493325,-0.075493325,-0.0736874,-0.071748875,-0.0736432,-0.075423525
540,56.0,193.0,15.0,-0.011409224999999999,-0.0771823,-0.0771823,-0.075493325,-0.0736874,-0.07545434166666666,-0.077106575
570,56.0,193.0,15.0,-0.011769849999999998,-0.078767425,-0.078767425,-0.0771823,-0.075493325,-0.07714768333333333,-0.07868621499999999
600,56.0,193.0,15.0,-0.012109349999999998,-0.080259825,-0.080259825,-0.078767425,-0.0771823,-0.07873651666666666,-0.080173505
630,56.0,193.0,15.0,-0.01242985,-0.08166889999999999,-0.08166889999999999,-0.080259825,-0.078767425,-0.08023205,-0.08157782
660,56.0,193.0,15.0,-0.0127332,-0.08300275,-0.08300275,-0.08166889999999999,-0.080259825,-0.081643825,-0.08290722999999998
690,56.0,193.0,15.0,-0.013021000000000001,-0.0842684,-0.0842684,-0.08300275,-0.08166889999999999,-0.08298001666666666,-0.0841687
720,56.0,193.0,15.0,-0.013294600000000002,-0.08547192499999999,-0.08547192499999999,-0.0842684,-0.08300275,-0.08424769166666667,-0.085368295
750,56.0,193.0,15.0,-0.013555225,-0.08661867499999999,-0.08661867499999999,-0.08547192499999999,-0.0842684,-0.08545299999999999,-0.086511325
780,56.0,193.0,15.0,-0.013803925,-0.0877133,-0.0877133,-0.08661867499999999,-0.08547192499999999,-0.08660129999999999,-0.08760246499999999
810,56.0,193.0,15.0,-0.0140417,-0.08875999999999999,-0.08875999999999999,-0.0877133,-0.08661867499999999,-0.08769732499999999,-0.088645835
840,56.0,193.0,15.0,-0.014269325000000001,-0.08976242499999998,-0.08976242499999998,-0.08875999999999999,-0.0877133,-0.08874524166666665,-0.08964511
870,56.0,193.0,15.0,-0.014487600000000002,-0.090723875,-0.090723875,-0.08976242499999998,-0.08875999999999999,-0.08974876666666666,-0.090603565
900,56.0,193.0,15.0,-0.014697175000000002,-0.09164727499999999,-0.09164727499999999,-0.090723875,-0.08976242499999998,-0.09071119166666665,-0.091524125
930,56.0,193.0,15.0,-0.014898650000000001,-0.09253527499999999,-0.09253527499999999,-0.09164727499999999,-0.090723875,-0.09163547499999998,-0.09240941499999998
960,56.0,193.0,15.0,-0.015092575,-0.093390275,-0.093390275,-0.09253527499999999,-0.09164727499999999,-0.09252427499999999,-0.09326182499999999
990,56.0,193.0,15.0,-0.015279450000000002,-0.09421444999999999,-0.09421444999999999,-0.093390275,-0.09253527499999999,-0.09337999999999998,-0.09408349999999999
1020,56.0,193.0,15.0,-0.015459725000000002,-0.09500969999999999,-0.09500969999999999,-0.09421444999999999,-0.093390275,-0.09420480833333333,-0.09487638999999999
1050,56.0,193.0,15.0,-0.015633800000000003,-0.09577787499999998,-0.09577787499999998,-0.09500969999999999,-0.09421444999999999,-0.09500067499999998,-0.09564227499999997
1080,56.0,193.0,15.0,-0.01580205,-0.09652057499999998,-0.09652057499999998,-0.09577787499999998,-0.09500969999999999,-0.09576938333333333,-0.096382775
1110,56.0,193.0,15.0,-0.0159648,-0.097239275,-0.097239275,-0.09652057499999998,-0.09577787499999998,-0.09651257499999999,-0.09709938499999998
1140,56.0,193.0,15.0,-0.0161224,-0.09793537499999999,-0.09793537499999999,-0.097239275,-0.09652057499999998,-0.09723174166666665,-0.09779343999999998
1170,56.0,193.0,15.0,-0.016275099999999997,-0.0986101,-0.0986101,-0.09793537499999999,-0.097239275,-0.09792825,-0.09846622499999998
1200,56.0,193.0,15.0,-0.0164232,-0.09926460000000001,-0.09926460000000001,-0.0986101,-0.09793537499999999,-0.09860335833333334,-0.09911886499999997
1230,56.0,193.0,15.0,-0.0165669,-0.09990000000000002,-0.09990000000000002,-0.09926460000000001,-0.0986101,-0.09925823333333333,-0.09975243999999998
1260,56.0,193.0,15.0,-0.016706475,-0.100517225,-0.100517225,-0.09990000000000002,-0.09926460000000001,-0.0998939416666667,-0.10036792499999998
1290,56.0,193.0,15.0,-0.016842099999999995,-0.101117225,-0.101117225,-0.100517225,-0.09990000000000002,-0.10051148333333333,-0.10096623499999997
1320,56.0,193.0,15.0,-0.016973999999999996,-0.10170085000000001,-0.10170085000000001,-0.101117225,-0.100517225,-0.10111176666666667,-0.10154822499999998
1350,56.0,193.0,15.0,-0.017102324999999995,-0.10226890000000001,-0.10226890000000001,-0.10170085000000001,-0.101117225,-0.10169565833333334,-0.10211466499999997
1380,56.0,193.0,15.0,-0.017227249999999996,-0.102822075,-0.102822075,-0.10226890000000001,-0.10170085000000001,-0.10226394166666668,-0.10266631999999998
1410,56.0,193.0,15.0,-0.01734894999999999,-0.103361075,-0.103361075,-0.102822075,-0.10226890000000001,-0.10281734999999999,-0.10320384999999999
1440,56.0,193.0,15.0,-0.01746754999999999,-0.103886575,-0.103886575,-0.103361075,-0.102822075,-0.103356575,-0.10372789
1470,56.0,193.0,15.0,-0.017583199999999993,-0.104399125,-0.104399125,-0.103886575,-0.103361075,-0.10388225833333332,-0.104239055
1500,56.0,193.0,15.0,-0.01769604999999999,-0.104899325,-0.104899325,-0.104399125,-0.103886575,-0.10439500833333333,-0.10473789999999998
90,57.0,193.0,19.0,-0.00026539999999999984,-0.026251275,-0.026251275,-0.012208175,-3.2500000000000004e-05,-0.012830649999999999,-0.025492629999999995
120,57.0,193.0,19.0,-0.0027863,-0.037494625000000004,-0.037494625000000004,-0.026251275,-0.012208175,-0.025318025000000004,-0.036390765
150,57.0,193.0,19.0,-0.00489295,-0.046431850000000004,-0.046431850000000004,-0.037494625000000004,-0.026251275,-0.03672591666666667,-0.04503637
180,57.0,193.0,19.0,-0.00665515,-0.05375805,-0.05375805,-0.046431850000000004,-0.037494625000000004,-0.045894841666666665,-0.052116075000000005
210,57.0,193.0,19.0,-0.008153675,-0.059925,-0.059925,-0.05375805,-0.046431850000000004,-0.053371633333333335,-0.058071374999999995
240,57.0,193.0,19.0,-0.009449225,-0.065226425,-0.065226425,-0.059925,-0.05375805,-0.05963649166666667,-0.06318815
270,57.0,193.0,19.0,-0.010585525,-0.06986047499999999,-0.06986047499999999,-0.065226425,-0.059925,-0.06500396666666668,-0.067658935
300,57.0,193.0,19.0,-0.011594324999999999,-0.07396599999999999,-0.07396599999999999,-0.06986047499999999,-0.065226425,-0.06968429999999999,-0.07161845
330,57.0,193.0,19.0,-0.012499099999999999,-0.077643675,-0.077643675,-0.07396599999999999,-0.06986047499999999,-0.07382338333333333,-0.075164265
360,57.0,193.0,19.0,-0.013317674999999998,-0.080968475,-0.080968475,-0.077643675,-0.07396599999999999,-0.07752605,-0.07836907
390,57.0,193.0,19.0,-0.014063799999999998,-0.0839978,-0.0839978,-0.080968475,-0.077643675,-0.08086998333333333,-0.081288375
420,57.0,193.0,19.0,-0.014748249999999997,-0.0867763,-0.0867763,-0.0839978,-0.080968475,-0.08391419166666665,-0.08396544
450,57.0,193.0,19.0,-0.015379624999999997,-0.08933949999999999,-0.08933949999999999,-0.0867763,-0.0839978,-0.08670453333333333,-0.08643461999999999
480,57.0,193.0,19.0,-0.015964949999999995,-0.09171602499999999,-0.09171602499999999,-0.08933949999999999,-0.0867763,-0.08927727499999999,-0.08872358500000001
510,57.0,193.0,19.0,-0.016509924999999995,-0.0939293,-0.0939293,-0.09171602499999999,-0.08933949999999999,-0.09166160833333332,-0.09085498
540,57.0,193.0,19.0,-0.017019324999999995,-0.095998675,-0.095998675,-0.0939293,-0.09171602499999999,-0.09388133333333333,-0.092847505
570,57.0,193.0,19.0,-0.017497099999999995,-0.0979403,-0.0979403,-0.095998675,-0.0939293,-0.09595609166666667,-0.094716815
600,57.0,193.0,19.0,-0.017946649999999998,-0.09976789999999999,-0.09976789999999999,-0.0979403,-0.095998675,-0.09790229166666668,-0.096476105
630,57.0,193.0,19.0,-0.018370824999999997,-0.10149309999999999,-0.10149309999999999,-0.09976789999999999,-0.0979403,-0.09973376666666665,-0.09813662999999999
660,57.0,193.0,19.0,-0.018772124999999997,-0.10312587499999998,-0.10312587499999998,-0.10149309999999999,-0.09976789999999999,-0.10146229166666665,-0.099708015
690,57.0,193.0,19.0,-0.01915265,-0.10467484999999999,-0.10467484999999999,-0.10312587499999998,-0.10149309999999999,-0.10309794166666665,-0.101198615
720,57.0,193.0,19.0,-0.019514275,-0.10614752499999998,-0.10614752499999998,-0.10467484999999999,-0.10312587499999998,-0.10464941666666665,-0.10261565000000002
750,57.0,193.0,19.0,-0.0198586,-0.10755047499999998,-0.10755047499999998,-0.10614752499999998,-0.10467484999999999,-0.1061242833333333,-0.10396548000000001
780,57.0,193.0,19.0,-0.020187100000000003,-0.10888947499999997,-0.10888947499999997,-0.10755047499999998,-0.10614752499999998,-0.1075291583333333,-0.105253665
810,57.0,193.0,19.0,-0.020501025,-0.11016962499999997,-0.11016962499999997,-0.10888947499999997,-0.10755047499999998,-0.1088698583333333,-0.10648513500000001
840,57.0,193.0,19.0,-0.020801475,-0.11139547499999998,-0.11139547499999998,-0.11016962499999997,-0.10888947499999997,-0.11015152499999997,-0.10766426000000003
870,57.0,193.0,19.0,-0.021089475,-0.11257104999999998,-0.11257104999999998,-0.11139547499999998,-0.11016962499999997,-0.11137871666666666,-0.10879495500000003
900,57.0,193.0,19.0,-0.021365925,-0.11369994999999998,-0.11369994999999998,-0.11257104999999998,-0.11139547499999998,-0.11255549166666663,-0.109880685
930,57.0,193.0,19.0,-0.021631624999999998,-0.11478547499999998,-0.11478547499999998,-0.11369994999999998,-0.11257104999999998,-0.11368549166666664,-0.110924595
960,57.0,193.0,19.0,-0.0218873,-0.11583049999999998,-0.11583049999999998,-0.11478547499999998,-0.11369994999999998,-0.11477197499999998,-0.11192952
990,57.0,193.0,19.0,-0.022133624999999997,-0.11683772499999998,-0.11683772499999998,-0.11583049999999998,-0.11478547499999998,-0.11581789999999997,-0.11289803000000001
1020,57.0,193.0,19.0,-0.022371175,-0.11780954999999997,-0.11780954999999997,-0.11683772499999998,-0.11583049999999998,-0.11682592499999998,-0.11383242500000001
1050,57.0,193.0,19.0,-0.0226005,-0.11874814999999997,-0.11874814999999997,-0.11780954999999997,-0.11683772499999998,-0.11779847499999997,-0.11473483000000002
1080,57.0,193.0,19.0,-0.022822125,-0.11965554999999999,-0.11965554999999999,-0.11874814999999997,-0.11780954999999997,-0.11873774999999998,-0.11560717500000002
1110,57.0,193.0,19.0,-0.023036474999999997,-0.12053354999999999,-0.12053354999999999,-0.11965554999999999,-0.11874814999999997,-0.11964574999999998,-0.116451225
1140,57.0,193.0,19.0,-0.02324395,-0.12138382499999999,-0.12138382499999999,-0.12053354999999999,-0.11965554999999999,-0.12052430833333333,-0.11726858
1170,57.0,193.0,19.0,-0.023444974999999996,-0.12220794999999998,-0.12220794999999998,-0.12138382499999999,-0.12053354999999999,-0.12137510833333331,-0.11806075000000002
1200,57.0,193.0,19.0,-0.0236399,-0.12300732499999997,-0.12300732499999997,-0.12220794999999998,-0.12138382499999999,-0.12219969999999998,-0.118829085
1230,57.0,193.0,19.0,-0.023829025,-0.12378327499999998,-0.12378327499999998,-0.12300732499999997,-0.12220794999999998,-0.12299951666666664,-0.11957487000000003
1260,57.0,193.0,19.0,-0.02401265,-0.12453697499999998,-0.12453697499999998,-0.12378327499999998,-0.12300732499999997,-0.12377585833333332,-0.12029925499999998
1290,57.0,193.0,19.0,-0.024191075,-0.12526959999999998,-0.12526959999999998,-0.12453697499999998,-0.12378327499999998,-0.12452994999999999,-0.121003325
1320,57.0,193.0,19.0,-0.024364524999999998,-0.12598217499999997,-0.12598217499999997,-0.12526959999999998,-0.12453697499999998,-0.12526291666666664,-0.12168809500000002
1350,57.0,193.0,19.0,-0.024533299999999997,-0.12667564999999997,-0.12667564999999997,-0.12598217499999997,-0.12526959999999998,-0.1259758083333333,-0.12235449999999999
1380,57.0,193.0,19.0,-0.024697574999999996,-0.12735094999999996,-0.12735094999999996,-0.12667564999999997,-0.12598217499999997,-0.12666959166666664,-0.123003405
1410,57.0,193.0,19.0,-0.024857574999999996,-0.12800892499999997,-0.12800892499999997,-0.12735094999999996,-0.12667564999999997,-0.12734517499999998,-0.12363561999999999
1440,57.0,193.0,19.0,-0.025013474999999997,-0.12865032499999998,-0.12865032499999998,-0.12800892499999997,-0.12735094999999996,-0.12800339999999996,-0.12425190499999998
1470,57.0,193.0,19.0,-0.0251655,-0.12927592499999999,-0.12927592499999999,-0.12865032499999998,-0.12800892499999997,-0.1286450583333333,-0.12485297
1500,57.0,193.0,19.0,-0.025313775,-0.12988639999999999,-0.12988639999999999,-0.12927592499999999,-0.12865032499999998,-0.12927088333333334,-0.12543948499999996
90,58.0,199.0,19.0,-0.0007403500000000003,-0.0256756,-0.0256756,-0.011865275,-2.7575e-05,-0.012522816666666667,-0.025404064999999997
120,58.0,199.0,19.0,-0.0035323750000000004,-0.036690075,-0.036690075,-0.0256756,-0.011865275,-0.024743650000000002,-0.036211110000000005
150,58.0,199.0,19.0,-0.0058778500000000004,-0.04548695,-0.04548695,-0.036690075,-0.0256756,-0.035950875,-0.044780129999999994
180,58.0,199.0,19.0,-0.007845775,-0.05271695,-0.05271695,-0.04548695,-0.036690075,-0.04496465833333333,-0.05179555499999999
210,58.0,199.0,19.0,-0.0095225,-0.0588129,-0.0588129,-0.05271695,-0.04548695,-0.05233893333333334,-0.05769598499999999
240,58.0,199.0,19.0,-0.010974024999999998,-0.06405907500000001,-0.06405907500000001,-0.0588129,-0.05271695,-0.05852964166666667,-0.06276512000000001
270,58.0,199.0,19.0,-0.012248374999999999,-0.0686485,-0.0686485,-0.06405907500000001,-0.0588129,-0.06384015833333334,-0.06719391999999999
300,58.0,199.0,19.0,-0.013380499999999998,-0.07271695,-0.07271695,-0.0686485,-0.06405907500000001,-0.06847484166666667,-0.07111598999999999
330,58.0,199.0,19.0,-0.014396499999999998,-0.0763631,-0.0763631,-0.07271695,-0.0686485,-0.07257618333333334,-0.07462806999999999
360,58.0,199.0,19.0,-0.0153161,-0.07966065,-0.07966065,-0.0763631,-0.07271695,-0.0762469,-0.07780221
390,58.0,199.0,19.0,-0.016154599999999998,-0.082666025,-0.082666025,-0.07966065,-0.0763631,-0.07956325833333334,-0.080693455
420,58.0,199.0,19.0,-0.016923999999999998,-0.08542324999999999,-0.08542324999999999,-0.082666025,-0.07966065,-0.08258330833333333,-0.08334465499999999
450,58.0,199.0,19.0,-0.01763395,-0.08796734999999999,-0.08796734999999999,-0.08542324999999999,-0.082666025,-0.08535220833333333,-0.08578988500000001
480,58.0,199.0,19.0,-0.018292225,-0.09032659999999999,-0.09032659999999999,-0.08796734999999999,-0.08542324999999999,-0.08790573333333333,-0.08805657
510,58.0,199.0,19.0,-0.018905225,-0.0925241,-0.0925241,-0.09032659999999999,-0.08796734999999999,-0.09027268333333333,-0.090167135
540,58.0,199.0,19.0,-0.0194783,-0.094578975,-0.094578975,-0.0925241,-0.09032659999999999,-0.09247655833333333,-0.09214013000000001
570,58.0,199.0,19.0,-0.020015875000000002,-0.096507275,-0.096507275,-0.094578975,-0.0925241,-0.09453678333333333,-0.093991045
600,58.0,199.0,19.0,-0.020521725,-0.09832245,-0.09832245,-0.096507275,-0.094578975,-0.09646956666666667,-0.095732985
630,58.0,199.0,19.0,-0.020999075000000002,-0.100036075,-0.100036075,-0.09832245,-0.096507275,-0.0982886,-0.09737709
660,58.0,199.0,19.0,-0.021450700000000003,-0.101658025,-0.101658025,-0.100036075,-0.09832245,-0.10000551666666667,-0.098932885
690,58.0,199.0,19.0,-0.021879000000000003,-0.10319685,-0.10319685,-0.101658025,-0.100036075,-0.10163031666666666,-0.10040866499999998
720,58.0,199.0,19.0,-0.022286025,-0.10465995,-0.10465995,-0.10319685,-0.101658025,-0.10317160833333333,-0.101811575
750,58.0,199.0,19.0,-0.022673625000000003,-0.10605385,-0.10605385,-0.10465995,-0.10319685,-0.10463688333333333,-0.10314790999999998
780,58.0,199.0,19.0,-0.023043425,-0.1073843,-0.1073843,-0.10605385,-0.10465995,-0.10603270000000002,-0.10442319
810,58.0,199.0,19.0,-0.0233968,-0.10865630000000001,-0.10865630000000001,-0.1073843,-0.10605385,-0.10736481666666668,-0.10564230000000001
840,58.0,199.0,19.0,-0.02373505,-0.10987440000000001,-0.10987440000000001,-0.10865630000000001,-0.1073843,-0.10863833333333335,-0.10680956500000001
870,58.0,199.0,19.0,-0.024059274999999998,-0.1110426,-0.1110426,-0.10987440000000001,-0.10865630000000001,-0.10985776666666668,-0.10792886000000002
900,58.0,199.0,19.0,-0.024370525,-0.11216445000000001,-0.11216445000000001,-0.1110426,-0.10987440000000001,-0.11102715,-0.10900362000000001
930,58.0,199.0,19.0,-0.02466965,-0.11324320000000002,-0.11324320000000002,-0.11216445000000001,-0.1110426,-0.11215008333333336,-0.11003697999999999
960,58.0,199.0,19.0,-0.024957525,-0.11428175000000002,-0.11428175000000002,-0.11324320000000002,-0.11216445000000001,-0.1132298,-0.11103171999999999
990,58.0,199.0,19.0,-0.025234850000000003,-0.11528277500000002,-0.11528277500000002,-0.11428175000000002,-0.11324320000000002,-0.11426924166666669,-0.111990385
1020,58.0,199.0,19.0,-0.025502300000000002,-0.11624860000000001,-0.11624860000000001,-0.11528277500000002,-0.11428175000000002,-0.11527104166666668,-0.11291529
1050,58.0,199.0,19.0,-0.025760525000000003,-0.11718145,-0.11718145,-0.11624860000000001,-0.11528277500000002,-0.11623760833333334,-0.1138085
1080,58.0,199.0,19.0,-0.026010025,-0.11808327500000002,-0.11808327500000002,-0.11718145,-0.11624860000000001,-0.11717110833333334,-0.114671945
1110,58.0,199.0,19.0,-0.026251375,-0.118955925,-0.118955925,-0.11808327500000002,-0.11718145,-0.11807355000000001,-0.115507365
1140,58.0,199.0,19.0,-0.026485,-0.119801025,-0.119801025,-0.118955925,-0.11808327500000002,-0.11894674166666667,-0.11631636000000001
1170,58.0,199.0,19.0,-0.026711350000000002,-0.12062012500000001,-0.12062012500000001,-0.119801025,-0.118955925,-0.11979235833333335,-0.11710040499999999
